"","X.X1.","X.X3.","X.X4.","X.X13.","X.X17.","X.X19.","X.X21.","X.X23.","X.X24.","X.X25.","X.X26.","X.X32.","X.X34.","X.X35.","X.X40.","X.X42.","X.X44.","X.X51.","X.X53.","X.X54.","X.X66.","X.X68.","X.X69.","X.X72.","X.X74.","X.X75.","X.X79.","X.X84.","X.X92.","X.X94.","X.X96.","X.X98.","X.X107.","X.X115.","X.X120.","X.X127.","X.X135.","X.X137.","X.X142.","X.X143.","X.X151.","X.X153.","X.X154.","X.X157.","X.X158.","X.X163.","X.X164.","X.X168.","X.X172.","X.X180.","X.X181.","X.X188.","X.X191.","X.X199.","X.X201.","X.X208.","X.X217.","X.X222.","X.X225.","X.X227.","X.X228.","X.X234.","X.X238.","X.X241.","X.X244.","X.X245.","X.X247.","X.X248.","X.X249.","X.X250.","X.X255.","X.X256.","X.X263.","X.X265.","X.X268.","X.X270.","X.X272.","X.X275.","X.X280.","X.X281.","X.X283.","X.X284.","X.X293.","X.X296.","X.X299.","X.X302.","X.X304.","X.X305.","X.X306.","X.X308.","X.X311.","X.X313.","X.X319.","X.X323.","X.X326.","X.X328.","X.X330.","X.X331.","X.X332.","X.X333.","X.X338.","X.X339.","X.X340.","X.X343.","X.X348.","X.X355.","X.X360.","X.X361.","X.X363."
"1","X1","X3","X4","X13","X17","X19","X21","X23","X24","X25","X26","X32","X34","X35","X40","X42","X44","X51","X53","X54","X66","X68","X69","X72","X74","X75","X79","X84","X92","X94","X96","X98","X107","X115","X120","X127","X135","X137","X142","X143","X151","X153","X154","X157","X158","X163","X164","X168","X172","X180","X181","X188","X191","X199","X201","X208","X217","X222","X225","X227","X228","X234","X238","X241","X244","X245","X247","X248","X249","X250","X255","X256","X263","X265","X268","X270","X272","X275","X280","X281","X283","X284","X293","X296","X299","X302","X304","X305","X306","X308","X311","X313","X319","X323","X326","X328","X330","X331","X332","X333","X338","X339","X340","X343","X348","X355","X360","X361","X363"
