Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	196	n/a	0	0	n/a	N	0	00	391	80.2	30.0	0.87	0.67	8473	0	n/a	3541	388	n/a	92	388	n/a	76	388	n/a	
2	274	n/a	0	0	n/a	N	0	01	649	316	283	3.46	2.84	34787	476	n/a	42941	648	n/a	479	648	n/a	431	648	n/a	
3	428	n/a	0	0	n/a	N	0	00	193	93.4	67.6	0.91	0.75	20180	160	n/a	18466	192	n/a	225	192	n/a	216	192	n/a	
4	484	n/a	0	0	n/a	N	0	00	319	111	75.1	1.27	1.04	20976	216	n/a	17597	316	n/a	214	316	n/a	213	316	n/a	
5	550	n/a	0	0	n/a	N	0	00	197	66.0	18.3	0.47	0.36	14549	128	n/a	5044	196	n/a	108	196	n/a	88	196	n/a	
6	569	n/a	0	0	n/a	N	0	01	900	383	321	4.19	3.51	17922	780	n/a	18293	900	n/a	218	900	n/a	226	900	n/a	
7	610	n/a	0	0	n/a	N	0	01	642	289	263	3.33	2.61	28252	520	n/a	45141	640	n/a	455	640	n/a	344	640	n/a	
8	674	n/a	0	0	n/a	N	0	00	502	122	43.2	1.23	0.91	9219	0	n/a	4258	500	n/a	109	500	n/a	97	500	n/a	
9	783	n/a	0	0	n/a	N	0	01	628	200	158	2.41	1.72	13356	332	n/a	12164	628	n/a	172	628	n/a	150	628	n/a	
10	814	n/a	0	0	n/a	N	0	00	535	145	75.5	1.49	1.14	10919	188	n/a	7552	532	n/a	122	532	n/a	115	532	n/a	
11	963	n/a	0	0	n/a	N	0	01	586	196	128	2.11	1.59	13194	396	n/a	10552	584	n/a	156	584	n/a	128	584	n/a	
12	964	n/a	0	0	n/a	N	0	01	578	271	278	3.41	2.73	37403	452	n/a	52443	576	n/a	521	576	n/a	515	576	n/a	
13	994	n/a	0	0	n/a	N	0	01	778	281	219	3.09	2.46	15073	576	n/a	12850	776	n/a	168	776	n/a	168	776	n/a	
14	1027	n/a	0	0	n/a	N	0	01	651	349	315	3.77	3.22	37697	528	n/a	41045	648	n/a	446	648	n/a	394	648	n/a	
