Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
88	22734	n/a	0	0	n/a	N	0	11	1363	982	167	4.46	8.83	28517	1292	n/a	5810	1360	n/a	146	1360	n/a	355	1348	n/a	
89	23090	n/a	0	0	n/a	N	0	00	103	44.7	3.58	0.20	0.25	21212	72	n/a	1998	100	n/a	81	100	n/a	124	100	n/a	
90	23098	n/a	0	0	n/a	N	0	00	426	115	7.95	0.78	0.83	10702	120	n/a	957	412	n/a	80	424	n/a	93	424	n/a	
91	23167	n/a	0	0	n/a	N	0	00	546	150	16.0	1.08	0.97	11240	200	n/a	1390	540	n/a	88	544	n/a	86	544	n/a	
92	23238	n/a	0	0	n/a	N	0	00	43	6.25	0.19	0.06	0.06	6396	0	n/a	244	40	n/a	64	40	n/a	62	40	n/a	
93	23319	n/a	0	0	n/a	N	0	00	276	74.1	6.50	0.55	0.49	15978	52	n/a	1729	276	n/a	89	276	n/a	91	276	n/a	
94	23319	n/a	0	0	n/a	N	0	00	202	87.5	10.6	0.48	0.62	20007	164	n/a	3638	200	n/a	108	200	n/a	190	200	n/a	
95	23454	n/a	0	0	n/a	N	0	00	408	88.8	3.93	0.69	0.54	8770	0	n/a	611	408	n/a	75	408	n/a	66	408	n/a	
96	23546	n/a	0	0	n/a	N	0	00	422	88.3	11.2	0.82	0.76	13865	80	n/a	1758	420	n/a	82	420	n/a	96	420	n/a	
97	23680	n/a	0	0	n/a	N	0	00	84	32.9	1.44	0.14	0.14	19301	52	n/a	1028	84	n/a	66	84	n/a	83	84	n/a	
98	23684	n/a	0	0	n/a	N	0	01	629	200	24.5	1.40	1.36	12315	452	n/a	1997	628	n/a	94	628	n/a	110	628	n/a	
99	23693	n/a	0	0	n/a	N	0	00	104	50.1	4.08	0.20	0.41	22812	80	n/a	1924	104	n/a	85	104	n/a	211	104	n/a	
100	23708	n/a	0	0	n/a	N	0	00	180	50.9	4.69	0.38	0.38	10931	108	n/a	1500	180	n/a	92	180	n/a	117	180	n/a	
101	23793	n/a	0	0	n/a	N	0	01	707	236	33.4	1.44	1.48	14041	572	n/a	2450	704	n/a	99	704	n/a	125	704	n/a	
102	23801	n/a	0	0	n/a	N	0	00	208	66.9	4.39	0.38	0.41	16266	108	n/a	1480	196	n/a	82	208	n/a	105	208	n/a	
103	24106	n/a	0	0	n/a	N	0	00	67	9.17	0.71	0.12	0.14	5830	0	n/a	523	64	n/a	74	64	n/a	95	64	n/a	
104	24195	n/a	0	0	n/a	N	0	00	63	12.8	0.59	0.11	0.12	9287	0	n/a	410	60	n/a	72	60	n/a	78	60	n/a	
105	24338	n/a	0	0	n/a	N	0	11	2549	3026	583	12.3	45.0	47095	2476	n/a	11948	2548	n/a	336	2496	n/a	2167	2408	n/a	
106	24401	n/a	0	0	n/a	N	0	00	48	7.33	0.73	0.10	0.15	6558	0	n/a	738	48	n/a	86	48	n/a	128	48	n/a	
107	24658	n/a	0	0	n/a	N	0	01	1436	620	101	3.50	4.69	20022	1272	n/a	3595	1424	n/a	115	1436	n/a	259	1436	n/a	
108	24723	n/a	0	0	n/a	N	0	00	127	20.4	3.54	0.25	0.23	7571	0	n/a	1264	124	n/a	79	124	n/a	88	124	n/a	
109	24723	n/a	0	0	n/a	N	0	00	312	78.9	7.92	0.54	0.48	9949	0	n/a	1345	312	n/a	73	312	n/a	71	312	n/a	
110	24928	n/a	0	0	n/a	N	0	11	1335	1476	277	5.74	16.2	65535	1216	n/a	19091	1312	n/a	358	1332	n/a	1245	1196	n/a	
111	25141	n/a	0	0	n/a	N	0	01	991	300	51.3	2.24	2.32	13003	580	n/a	2543	988	n/a	95	988	n/a	132	988	n/a	
112	25188	n/a	0	0	n/a	N	0	01	962	458	69.8	2.38	2.82	19535	836	n/a	3608	960	n/a	116	960	n/a	190	960	n/a	
113	25244	n/a	0	0	n/a	N	0	00	42	5.46	0.27	0.07	0.06	5553	0	n/a	287	40	n/a	68	40	n/a	62	40	n/a	
114	25286	n/a	0	0	n/a	N	0	00	80	24.1	4.66	0.32	1.07	14106	44	n/a	2797	80	n/a	171	80	n/a	632	80	n/a	
115	25493	n/a	0	0	n/a	N	0	01	892	414	66.8	2.26	2.59	20856	728	n/a	3712	892	n/a	116	892	n/a	196	892	n/a	
116	25500	n/a	0	0	n/a	N	0	01	744	838	161	3.13	6.46	60020	644	n/a	15254	744	n/a	266	744	n/a	632	744	n/a	
117	25632	n/a	0	0	n/a	N	0	00	69	14.8	1.21	0.14	0.26	10062	8	n/a	779	68	n/a	81	68	n/a	171	68	n/a	
118	25734	n/a	0	0	n/a	N	0	00	370	133	17.6	0.81	0.80	36535	128	n/a	7024	368	n/a	168	368	n/a	214	368	n/a	
119	25775	n/a	0	0	n/a	N	0	00	89	33.2	2.15	0.18	0.35	17569	60	n/a	1155	88	n/a	85	88	n/a	221	88	n/a	
120	25915	n/a	0	0	n/a	N	0	00	213	43.2	2.54	0.44	0.38	14026	28	n/a	936	212	n/a	88	212	n/a	85	212	n/a	
121	25970	n/a	0	0	n/a	N	0	01	652	210	23.0	1.36	1.37	13568	428	n/a	1786	652	n/a	86	652	n/a	128	652	n/a	
122	26256	n/a	0	0	n/a	N	0	01	1140	641	823	8.82	7.71	24755	980	n/a	43633	1140	n/a	434	1140	n/a	389	1124	n/a	
123	26465	n/a	0	0	n/a	N	0	01	957	500	75.6	2.40	3.25	30948	840	n/a	9449	956	n/a	177	956	n/a	327	956	n/a	
124	26466	n/a	0	0	n/a	N	0	00	51	7.04	1.10	0.12	0.23	6063	0	n/a	991	48	n/a	103	48	n/a	188	48	n/a	
125	26603	n/a	0	0	n/a	N	0	11	1636	1142	173	4.92	8.90	28379	1524	n/a	4581	1636	n/a	134	1636	n/a	353	1604	n/a	
126	26817	n/a	0	0	n/a	N	0	00	89	15.1	0.88	0.17	0.21	6605	0	n/a	455	88	n/a	73	88	n/a	109	88	n/a	
