Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	372	n/a	0	0	n/a	N	0	01	604	224	345	3.90	2.82	15640	460	n/a	30310	604	n/a	316	604	n/a	222	604	n/a	
2	562	n/a	0	0	n/a	N	0	00	81	27.4	1.51	0.15	0.20	16162	48	n/a	984	80	n/a	76	80	n/a	144	80	n/a	
3	784	n/a	0	0	n/a	N	0	00	392	90.6	66.8	1.17	0.89	9058	0	n/a	9055	392	n/a	135	392	n/a	136	392	n/a	
4	784	n/a	0	0	n/a	N	0	00	264	74.8	54.9	0.92	0.74	13523	88	n/a	14200	264	n/a	190	264	n/a	161	264	n/a	
5	986	n/a	0	0	n/a	N	0	00	292	60.9	20.4	0.60	0.41	7921	0	n/a	3892	292	n/a	93	292	n/a	74	292	n/a	
6	1078	n/a	0	0	n/a	N	0	01	883	623	343	4.52	6.81	37554	852	n/a	25711	880	n/a	296	880	n/a	487	880	n/a	
7	1081	n/a	0	0	n/a	N	0	00	408	144	189	2.38	1.92	14226	324	n/a	29314	408	n/a	325	408	n/a	269	408	n/a	
8	1274	n/a	0	0	n/a	N	0	00	309	63.1	20.5	0.71	0.50	7910	0	n/a	3531	308	n/a	103	308	n/a	78	308	n/a	
9	1403	n/a	0	0	n/a	N	0	00	312	56.6	50.8	0.98	0.77	12620	24	n/a	15214	312	n/a	190	312	n/a	168	312	n/a	
10	1432	n/a	0	0	n/a	N	0	00	509	130	194	2.46	1.61	11748	176	n/a	19138	508	n/a	212	508	n/a	164	508	n/a	
11	1589	n/a	0	0	n/a	N	0	00	202	107	136	1.54	1.06	23235	168	n/a	37533	200	n/a	398	200	n/a	281	200	n/a	
12	1697	n/a	0	0	n/a	N	0	01	533	399	511	6.06	5.26	51861	384	n/a	65535	532	n/a	897	532	n/a	890	532	n/a	
13	1698	n/a	0	0	n/a	N	0	00	423	125	146	2.04	1.43	14485	132	n/a	24216	420	n/a	281	420	n/a	227	420	n/a	
14	1842	n/a	0	0	n/a	N	0	00	515	162	179	2.41	1.78	12831	368	n/a	18361	512	n/a	228	512	n/a	183	512	n/a	
15	1990	n/a	0	0	n/a	N	0	00	354	105	186	2.23	1.54	11153	172	n/a	31673	352	n/a	335	352	n/a	237	352	n/a	
16	2052	n/a	0	0	n/a	N	0	00	285	126	146	1.73	1.15	26780	216	n/a	36438	284	n/a	384	284	n/a	259	284	n/a	
17	2095	n/a	0	0	n/a	N	0	01	697	287	428	4.81	3.53	16412	588	n/a	34981	696	n/a	364	696	n/a	246	696	n/a	
18	2117	n/a	0	0	n/a	N	0	01	805	413	673	7.03	5.04	20447	696	n/a	43734	804	n/a	423	804	n/a	349	796	n/a	
19	2163	n/a	0	0	n/a	N	0	00	241	199	306	3.84	2.95	44058	204	n/a	65535	240	n/a	996	240	n/a	770	240	n/a	
20	2166	n/a	0	0	n/a	N	0	00	85	40.5	164	36.6	23.2	24999	56	n/a	65535	84	n/a	23645	84	n/a	14927	84	n/a	
21	2185	n/a	0	0	n/a	N	0	01	590	289	590	6.63	5.02	21508	496	n/a	65535	588	n/a	1061	588	n/a	826	588	n/a	
22	2190	n/a	0	0	n/a	N	0	00	376	125	162	2.01	1.39	15311	260	n/a	26914	376	n/a	290	376	n/a	231	376	n/a	
23	2219	n/a	0	0	n/a	N	0	00	339	106	156	1.94	1.27	11939	232	n/a	25139	336	n/a	282	336	n/a	174	336	n/a	
24	2284	n/a	0	0	n/a	N	0	00	470	166	261	3.06	2.16	26384	284	n/a	48992	468	n/a	489	468	n/a	362	468	n/a	
25	2351	n/a	0	0	n/a	N	0	01	648	188	252	3.32	2.34	11655	412	n/a	18475	648	n/a	230	648	n/a	191	648	n/a	
26	2476	n/a	0	0	n/a	N	0	00	285	58.5	17.9	0.70	0.55	8064	0	n/a	3601	284	n/a	116	284	n/a	95	284	n/a	
27	2540	n/a	0	0	n/a	N	0	01	759	408	595	6.54	4.83	55055	652	n/a	65535	756	n/a	979	756	n/a	846	756	n/a	
28	2551	n/a	0	0	n/a	N	0	00	297	77.1	40.7	0.84	0.62	10824	36	n/a	6845	296	n/a	128	296	n/a	107	296	n/a	
29	2565	n/a	0	0	n/a	N	0	01	770	340	529	5.81	4.22	19062	656	n/a	35814	768	n/a	385	768	n/a	275	768	n/a	
30	2637	n/a	0	0	n/a	N	0	00	158	42.3	14.1	0.41	0.40	15028	36	n/a	8131	156	n/a	130	156	n/a	142	156	n/a	
31	2651	n/a	0	0	n/a	N	0	00	429	179	247	3.21	2.42	50883	212	n/a	65535	428	n/a	965	428	n/a	744	428	n/a	
32	2656	n/a	0	0	n/a	N	0	01	609	296	385	4.30	3.56	27961	492	n/a	61681	608	n/a	636	608	n/a	517	608	n/a	
33	2796	n/a	0	0	n/a	N	0	00	151	89.0	106	1.15	0.77	27746	124	n/a	34911	148	n/a	357	148	n/a	253	148	n/a	
34	2972	n/a	0	0	n/a	N	0	00	245	86.8	102	1.30	0.99	18813	140	n/a	37922	244	n/a	390	244	n/a	307	244	n/a	
35	3221	n/a	0	0	n/a	N	0	01	500	238	314	3.59	2.91	35637	372	n/a	59753	500	n/a	589	500	n/a	526	500	n/a	
