Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
1	107	n/a	0	0	n/a	N	0	01	938	630	579	6.51	6.65	29988	888	n/a	31028	936	n/a	377	936	n/a	429	936	n/a	
2	718	n/a	0	0	n/a	N	0	00	473	200	201	2.54	1.98	29838	364	n/a	40122	472	n/a	436	472	n/a	335	472	n/a	
3	1001	n/a	0	0	n/a	N	0	01	1069	514	435	5.40	5.04	20487	896	n/a	25889	1068	n/a	273	1068	n/a	252	1052	n/a	
4	1105	n/a	0	0	n/a	N	0	00	76	26.9	0.54	0.14	0.17	18475	44	n/a	442	72	n/a	66	76	n/a	106	76	n/a	
5	1506	n/a	0	0	n/a	N	0	01	671	225	151	2.44	1.95	14343	496	n/a	10044	668	n/a	154	668	n/a	163	668	n/a	
6	1893	n/a	0	0	n/a	N	0	01	687	231	188	2.63	1.98	13897	496	n/a	12360	684	n/a	161	684	n/a	143	684	n/a	
7	2072	n/a	0	0	n/a	N	0	11	1621	1555	787	9.48	14.1	36949	1560	n/a	32207	1620	n/a	333	1616	n/a	527	1572	n/a	
8	2145	n/a	0	0	n/a	N	0	01	988	487	448	5.60	5.45	21556	844	n/a	27293	988	n/a	292	988	n/a	329	980	n/a	
9	2195	n/a	0	0	n/a	N	0	01	740	278	280	3.63	2.86	17747	600	n/a	25916	740	n/a	304	740	n/a	263	740	n/a	
10	2710	n/a	0	0	n/a	N	0	00	88	24.9	1.20	0.13	0.17	12771	44	n/a	743	88	n/a	62	88	n/a	99	88	n/a	
11	2982	n/a	0	0	n/a	N	0	00	226	87.5	48.8	0.87	0.71	21095	148	n/a	13999	224	n/a	206	224	n/a	170	224	n/a	
12	3079	n/a	0	0	n/a	N	0	00	407	109	68.7	1.34	0.97	11058	128	n/a	7092	404	n/a	140	404	n/a	103	404	n/a	
13	3221	n/a	0	0	n/a	N	0	01	840	842	483	6.14	9.58	65535	812	n/a	50168	840	n/a	558	840	n/a	1129	840	n/a	
14	3301	n/a	0	0	n/a	N	0	00	353	93.1	40.1	0.92	0.64	10732	80	n/a	5824	352	n/a	115	352	n/a	88	352	n/a	
15	3485	n/a	0	0	n/a	N	0	01	558	314	370	4.62	3.96	50042	368	n/a	65535	556	n/a	871	556	n/a	762	556	n/a	
16	3679	n/a	0	0	n/a	N	0	00	414	298	299	3.31	2.86	30415	380	n/a	52349	412	n/a	526	412	n/a	416	412	n/a	
17	3837	n/a	0	0	n/a	N	0	00	492	180	199	2.54	1.98	14280	420	n/a	18011	492	n/a	214	492	n/a	183	492	n/a	
18	3858	n/a	0	0	n/a	N	0	01	857	611	641	7.05	7.05	49775	716	n/a	65535	856	n/a	782	856	n/a	1008	856	n/a	
19	4070	n/a	0	0	n/a	N	0	00	493	135	95.2	1.60	1.25	11447	100	n/a	10918	492	n/a	143	492	n/a	138	492	n/a	
20	4210	n/a	0	0	n/a	N	0	01	992	479	450	5.41	5.10	21465	880	n/a	25559	992	n/a	284	992	n/a	320	992	n/a	
21	4301	n/a	0	0	n/a	N	0	01	545	384	427	4.67	4.28	60212	484	n/a	65535	544	n/a	726	544	n/a	871	544	n/a	
22	4670	n/a	0	0	n/a	N	0	00	146	103	123	1.42	1.18	37326	116	n/a	47650	144	n/a	512	144	n/a	474	144	n/a	
23	4755	n/a	0	0	n/a	N	0	01	482	350	387	4.17	3.51	55768	408	n/a	59677	480	n/a	612	480	n/a	651	480	n/a	
24	4767	n/a	0	0	n/a	N	0	01	449	280	304	3.51	3.88	28495	348	n/a	55634	448	n/a	553	448	n/a	641	448	n/a	
25	4911	n/a	0	0	n/a	N	0	01	449	396	471	5.10	4.24	48238	408	n/a	65535	448	n/a	865	448	n/a	645	448	n/a	
26	5038	n/a	0	0	n/a	N	0	00	220	130	134	1.62	1.36	27435	192	n/a	32448	220	n/a	375	220	n/a	321	220	n/a	
27	5116	n/a	0	0	n/a	N	0	01	742	315	326	4.16	3.66	31033	644	n/a	40906	740	n/a	423	740	n/a	330	740	n/a	
28	5152	n/a	0	0	n/a	N	0	01	782	742	1020	10.5	9.39	49520	756	n/a	65535	780	n/a	759	780	n/a	663	780	n/a	
29	5177	n/a	0	0	n/a	N	0	01	504	275	241	2.97	2.64	25509	396	n/a	32743	504	n/a	330	504	n/a	303	504	n/a	
30	5205	n/a	0	0	n/a	N	0	01	450	378	498	5.35	4.67	52761	412	n/a	65535	448	n/a	851	448	n/a	843	448	n/a	
31	5413	n/a	0	0	n/a	N	0	00	51	9.35	0.67	0.09	0.15	8340	0	n/a	638	48	n/a	77	48	n/a	142	48	n/a	
32	5486	n/a	0	0	n/a	N	0	00	356	76.4	7.95	0.78	0.79	8191	0	n/a	1482	356	n/a	96	356	n/a	126	356	n/a	
33	5804	n/a	0	0	n/a	N	0	01	599	399	436	4.83	4.75	53479	500	n/a	65535	596	n/a	675	596	n/a	806	596	n/a	
34	5879	n/a	0	0	n/a	N	0	01	708	276	263	3.40	2.63	16519	584	n/a	18269	708	n/a	226	708	n/a	190	708	n/a	
35	5996	n/a	0	0	n/a	N	0	01	1173	831	834	8.93	8.48	39695	1132	n/a	65535	1172	n/a	705	1172	n/a	643	1172	n/a	
36	6008	n/a	0	0	n/a	N	0	00	419	137	98.1	1.58	1.20	24597	180	n/a	27659	416	n/a	309	416	n/a	229	416	n/a	
37	6070	n/a	0	0	n/a	N	0	11	2455	2512	1121	17.9	65.5	54908	2164	n/a	30468	2452	n/a	414	2416	n/a	2541	2440	n/a	
38	6148	n/a	0	0	n/a	N	0	01	889	341	283	3.90	3.33	16171	732	n/a	16527	888	n/a	198	888	n/a	203	888	n/a	
39	6164	n/a	0	0	n/a	N	0	01	629	191	129	2.20	1.64	12716	356	n/a	9856	628	n/a	150	628	n/a	131	628	n/a	
40	6219	n/a	0	0	n/a	N	0	01	1006	771	789	8.83	9.09	65535	800	n/a	65535	1004	n/a	857	1000	n/a	776	988	n/a	
41	6331	n/a	0	0	n/a	N	0	00	349	244	240	2.66	2.17	43366	288	n/a	52157	348	n/a	527	348	n/a	451	348	n/a	
42	6391	n/a	0	0	n/a	N	0	00	185	56.3	30.5	0.57	0.52	16824	76	n/a	8887	184	n/a	134	184	n/a	154	184	n/a	
43	6542	n/a	0	0	n/a	N	0	11	1812	1510	1051	11.6	15.4	36524	1716	n/a	33232	1812	n/a	366	1812	n/a	493	1756	n/a	
44	6548	n/a	0	0	n/a	N	0	01	1153	454	466	5.78	4.84	15980	884	n/a	23815	1152	n/a	258	1152	n/a	212	1152	n/a	
